ticket_id,created_at,category,description,resolution_minutes,escalated,channel,customer_tier
TKT-00936,2025-06-24T11:16:00Z,referral status,Customer asks whether referral paperwork was received for HP-32010.,45,False,phone,employer plan
TKT-01552,2025-06-24T12:47:00Z,referral status,Customer asks whether referral paperwork was received for HP-16183.,63,True,email,standard
TKT-01652,2025-06-24T19:40:00Z,appointment scheduling,Administrative scheduling request for reference HP-29731.,27,False,phone,employer plan
TKT-02370,2025-06-24T20:13:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-16150.,67,False,phone,standard
TKT-01133,2025-06-24T21:47:00Z,insurance eligibility,Coverage administration question references HP-38878.,70,False,phone,employer plan
TKT-00306,2025-06-24T23:06:00Z,insurance eligibility,Coverage administration question references HP-30436.,128,True,phone,employer plan
TKT-01556,2025-06-24T23:34:00Z,appointment scheduling,Customer asks about available scheduling options for HP-43975.,20,False,phone,standard
TKT-00693,2025-06-25T00:57:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-78525.,74,False,phone,premium care
TKT-01633,2025-06-25T03:02:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-90643.,122,True,phone,employer plan
TKT-01722,2025-06-25T04:04:00Z,appointment scheduling,Administrative scheduling request for reference HP-33528.,19,False,web portal,employer plan
TKT-00940,2025-06-25T06:13:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-95837.,68,True,web portal,premium care
TKT-01415,2025-06-25T06:25:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-67343.,79,False,phone,premium care
TKT-01927,2025-06-25T07:11:00Z,portal access,Customer cannot access the service portal under HP-16578.,7,False,web portal,premium care
TKT-01605,2025-06-25T11:25:00Z,portal access,Portal password reset requested for HP-65750.,14,False,web portal,premium care
TKT-01779,2025-06-25T11:44:00Z,insurance eligibility,Coverage administration question references HP-15233.,70,False,phone,standard
TKT-00284,2025-06-25T13:42:00Z,appointment scheduling,Caller requests an appointment-time change under HP-50114.,27,False,chat,employer plan
TKT-00609,2025-06-25T13:49:00Z,medical records request,Customer asks which authorization form applies to HP-94706.,47,False,email,premium care
TKT-01543,2025-06-25T16:40:00Z,billing question,Customer requests an explanation of a service charge for HP-48346.,58,False,phone,standard
TKT-00223,2025-06-25T17:03:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-75253.,34,False,web portal,medicare support
TKT-00638,2025-06-25T18:07:00Z,general inquiry,Multi-topic non-clinical inquiry recorded as HP-88147.,50,False,web portal,standard
TKT-01329,2025-06-25T20:38:00Z,appointment scheduling,Customer asks about available scheduling options for HP-26986.,19,False,phone,standard
TKT-02379,2025-06-25T22:44:00Z,prescription refill request,Customer asks for refill-request routing under HP-51341.,62,True,phone,standard
TKT-02005,2025-06-25T23:58:00Z,referral status,Referral routing update requested under HP-15482.,75,True,phone,employer plan
TKT-02249,2025-06-26T00:16:00Z,appointment scheduling,Customer asks about available scheduling options for HP-92552.,59,True,web portal,employer plan
TKT-01086,2025-06-26T04:57:00Z,portal access,Customer cannot access the service portal under HP-21636.,67,True,phone,standard
TKT-02308,2025-06-26T06:01:00Z,appointment scheduling,Administrative scheduling request for reference HP-91340.,26,False,phone,employer plan
TKT-02108,2025-06-26T06:15:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-40048.,64,False,email,standard
TKT-02907,2025-06-26T07:02:00Z,appointment scheduling,Caller requests an appointment-time change under HP-97450.,24,False,web portal,employer plan
TKT-02445,2025-06-26T07:15:00Z,billing question,Payment posting question references HP-91214.,31,False,phone,standard
TKT-02225,2025-06-26T07:41:00Z,appointment scheduling,Customer asks about available scheduling options for HP-13981.,12,False,chat,employer plan
TKT-00468,2025-06-26T09:09:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-96757.,76,True,phone,premium care
TKT-00573,2025-06-26T09:56:00Z,portal access,Portal password reset requested for HP-35809.,12,False,chat,medicare support
TKT-02629,2025-06-26T11:05:00Z,appointment scheduling,Administrative scheduling request for reference HP-56786.,23,False,phone,standard
TKT-01949,2025-06-26T11:54:00Z,portal access,Portal password reset requested for HP-78206.,14,False,web portal,standard
TKT-02419,2025-06-26T12:55:00Z,prescription refill request,Refill request status inquiry references HP-24559; no clinical details included.,137,True,web portal,employer plan
TKT-02541,2025-06-26T14:30:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-76407.,61,False,email,premium care
TKT-00346,2025-06-26T14:39:00Z,appointment scheduling,Caller requests an appointment-time change under HP-82908.,27,False,phone,medicare support
TKT-02721,2025-06-26T14:47:00Z,appointment scheduling,Administrative scheduling request for reference HP-19008.,16,False,phone,standard
TKT-00434,2025-06-26T15:32:00Z,insurance eligibility,Coverage administration question references HP-85211.,70,False,email,medicare support
TKT-02383,2025-06-26T15:38:00Z,billing question,Customer requests an explanation of a service charge for HP-50991.,41,False,web portal,standard
TKT-00519,2025-06-26T16:08:00Z,appointment scheduling,Customer asks about available scheduling options for HP-43921.,27,False,phone,employer plan
TKT-02920,2025-06-26T19:14:00Z,billing question,Customer requests an explanation of a service charge for HP-48111.,47,False,phone,standard
TKT-00887,2025-06-26T21:08:00Z,billing question,Payment posting question references HP-25446.,42,False,web portal,standard
TKT-02804,2025-06-27T00:33:00Z,prescription refill request,Refill request status inquiry references HP-24190; no clinical details included.,79,True,web portal,employer plan
TKT-02968,2025-06-27T00:33:00Z,general inquiry,Uncategorized administrative inquiry references HP-23026.,75,False,phone,premium care
TKT-01216,2025-06-27T01:21:00Z,billing question,Customer asks about an administrative statement under HP-12453.,66,False,phone,medicare support
TKT-01127,2025-06-27T03:37:00Z,referral status,Customer requests administrative referral status for HP-77280.,28,False,email,employer plan
TKT-02371,2025-06-27T04:34:00Z,portal access,Customer reports a locked portal account under HP-39221.,7,False,web portal,medicare support
TKT-00700,2025-06-27T07:00:00Z,appointment scheduling,Caller requests an appointment-time change under HP-88910.,28,False,email,standard
TKT-02373,2025-06-27T07:08:00Z,appointment scheduling,Caller requests an appointment-time change under HP-33847.,20,False,phone,standard
TKT-00908,2025-06-27T07:56:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-82066.,75,False,chat,medicare support
TKT-02551,2025-06-27T08:34:00Z,billing question,Payment posting question references HP-22923.,35,False,chat,medicare support
TKT-01741,2025-06-27T10:49:00Z,insurance eligibility,Coverage administration question references HP-41197.,30,False,phone,standard
TKT-02996,2025-06-27T14:04:00Z,appointment scheduling,Caller requests an appointment-time change under HP-44279.,19,False,phone,employer plan
TKT-00651,2025-06-27T16:46:00Z,portal access,Portal password reset requested for HP-42791.,32,True,web portal,premium care
TKT-01036,2025-06-27T19:23:00Z,portal access,Customer cannot access the service portal under HP-60630.,13,False,web portal,standard
TKT-02991,2025-06-27T20:21:00Z,billing question,Payment posting question references HP-20995.,49,False,phone,employer plan
TKT-00113,2025-06-27T20:41:00Z,billing question,Payment posting question references HP-57116.,72,False,email,premium care
TKT-00371,2025-06-27T23:41:00Z,appointment scheduling,Caller requests an appointment-time change under HP-97087.,22,False,email,standard
TKT-00647,2025-06-28T00:25:00Z,billing question,Customer asks about an administrative statement under HP-91259.,94,True,email,medicare support
TKT-01994,2025-06-28T01:58:00Z,referral status,Customer asks whether referral paperwork was received for HP-50858.,72,True,email,medicare support
TKT-00219,2025-06-28T03:39:00Z,billing question,Customer asks about an administrative statement under HP-45299.,58,False,phone,employer plan
TKT-02905,2025-06-28T04:10:00Z,insurance eligibility,Coverage administration question references HP-10500.,93,True,phone,standard
TKT-02639,2025-06-28T05:01:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-39851.,37,False,web portal,standard
TKT-01156,2025-06-28T05:06:00Z,billing question,Customer requests an explanation of a service charge for HP-73245.,63,False,web portal,medicare support
TKT-02678,2025-06-28T05:35:00Z,portal access,Portal password reset requested for HP-80579.,8,False,chat,employer plan
TKT-00048,2025-06-28T06:16:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-37020.,57,False,phone,standard
TKT-00970,2025-06-28T06:24:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-43909.,85,False,phone,standard
TKT-00289,2025-06-28T07:17:00Z,appointment scheduling,Customer asks about available scheduling options for HP-70813.,54,True,email,premium care
TKT-01616,2025-06-28T07:18:00Z,billing question,Customer requests an explanation of a service charge for HP-22139.,37,False,web portal,premium care
TKT-00875,2025-06-28T07:21:00Z,portal access,Customer cannot access the service portal under HP-33207.,60,True,web portal,employer plan
TKT-00926,2025-06-28T07:47:00Z,portal access,Customer reports a locked portal account under HP-11765.,11,False,web portal,standard
TKT-01763,2025-06-28T10:12:00Z,referral status,Customer requests administrative referral status for HP-18843.,46,False,web portal,standard
TKT-00553,2025-06-28T10:41:00Z,portal access,Customer cannot access the service portal under HP-27740.,14,False,web portal,employer plan
TKT-01553,2025-06-28T11:39:00Z,insurance eligibility,Coverage administration question references HP-90764.,75,False,email,standard
TKT-00524,2025-06-28T13:59:00Z,referral status,Referral routing update requested under HP-39620.,48,False,email,standard
TKT-00327,2025-06-28T14:06:00Z,appointment scheduling,Administrative scheduling request for reference HP-34057.,22,False,phone,standard
TKT-00989,2025-06-28T20:05:00Z,general inquiry,Multi-topic non-clinical inquiry recorded as HP-22422.,72,False,phone,medicare support
TKT-02240,2025-06-28T20:09:00Z,prescription refill request,Administrative refill request requires licensed-team review under HP-35089.,78,True,chat,standard
TKT-00294,2025-06-28T20:11:00Z,medical records request,Customer requests records-release instructions under HP-61382.,113,False,email,employer plan
TKT-01290,2025-06-28T20:32:00Z,general inquiry,Customer request requires manual routing under HP-93117.,102,True,chat,standard
TKT-01462,2025-06-28T20:38:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-37272.,77,False,phone,medicare support
TKT-00217,2025-06-28T20:46:00Z,portal access,Customer reports a locked portal account under HP-81035.,9,False,web portal,premium care
TKT-02573,2025-06-29T00:22:00Z,billing question,Customer asks about an administrative statement under HP-73130.,35,False,email,medicare support
TKT-02883,2025-06-29T03:25:00Z,appointment scheduling,Customer asks about available scheduling options for HP-39106.,27,False,chat,medicare support
